2174,0
2570,0
2117,0
3230,0
2257,0
2277,0
1317,1
1531,0
2520,0
392,0
964,1
1330,1
223,1
2840,0
1552,0
1079,1
3026,0
1964,0
782,1
3301,0
3020,1
3313,0
3436,0
2315,0
533,1
1728,0
3312,0
376,0
89,0
528,1
2249,1
1773,0
3128,1
1922,0
1345,0
3158,0
3403,1
3642,0
1369,1
2368,0
1252,1
1331,1
1597,0
74,1
2773,0
274,1
3142,0
2736,0
2578,0
1649,0
1939,0
1410,0
1498,0
3578,0
2079,0
2394,0
1854,0
3369,1
1799,0
1324,1
391,0
3238,0
596,1
59,1
2285,0
247,1
181,0
745,1
3628,0
759,1
3592,0
3337,0
939,1
1195,1
2980,0
437,1
913,1
656,1
544,1
973,1
3359,0
1694,0
3213,0
2765,0
2212,0
1372,0
2466,0
557,1
3031,0
1179,0
56,1
135,1
2259,0
974,1
1994,0
2713,1
1679,0
3614,0
2225,0
2817,0
285,1
2083,0
3574,0
2652,0
1726,0
2607,0
722,1
183,1
1721,0
2076,0
734,1
2828,0
3620,0
2405,0
3080,0
1301,1
1725,0
1081,1
3529,0
732,1
3254,0
2526,0
1439,1
3492,0
2794,0
3584,0
1973,0
13,1
409,1
565,1
422,0
2053,0
1618,0
1925,0
3023,0
2434,0
3443,1
196,1
897,1
45,0
1935,0
2795,0
3618,0
3225,0
2331,0
3303,0
90,1
1533,0
3244,0
505,1
3018,0
3300,0
2785,0
1186,1
490,0
390,1
2365,0
1247,0
2346,0
2680,0
1689,0
2988,0
849,1
1944,0
2284,0
1495,0
2441,0
3410,0
3008,0
466,0
2602,0
1210,0
218,1
2525,0
1029,1
588,1
602,1
2939,0
2915,0
3218,0
3394,0
768,1
3567,1
1322,1
689,1
2693,0
3408,1
928,1
155,1
1670,0
1178,1
1411,0
1434,1
2488,0
1285,1
922,1
1150,1
3467,0
2992,0
1067,1
839,1
2731,0
2530,0
1998,0
1266,0
1352,0
369,1
1271,1
2577,0
2188,0
3216,0
2787,0
2998,0
3540,0
1876,0
509,1
2989,0
2544,0
3580,0
8,1
149,1
3417,0
1960,0
3040,0
2260,0
3381,0
2568,0
584,1
300,1
2288,0
2786,0
3405,0
2651,0
305,1
2294,0
2417,0
1893,0
330,1
1743,0
144,1
1588,0
3610,0
3144,0
2717,1
2309,0
801,1
1465,1
1292,1
2881,0
882,1
574,1
716,0
2919,0
3148,0
1787,0
2789,0
22,1
3272,0
1173,1
43,1
899,1
388,1
988,1
2534,0
810,1
3343,0
3485,0
449,1
2663,1
1838,1
377,1
3606,0
1837,0
1706,0
34,1
2637,1
2665,1
199,1
777,1
55,1
1039,1
2001,0
806,1
3321,1
3345,0
2799,0
61,1
691,1
389,0
2699,0
1030,1
3176,0
2073,0
1151,1
1945,0
1774,0
1380,0
2229,0
2830,0
1917,0
3181,0
2612,0
1240,1
253,1
316,1
1041,1
3119,0
3650,0
266,1
2592,0
26,0
3331,0
950,1
3478,0
2295,1
2047,0
2137,0
2768,0
711,1
1902,0
1976,0
141,1
1749,0
640,1
2409,0
2754,0
534,1
545,1
1862,0
95,1
3308,0
3185,0
1265,1
1804,0
1568,0
2140,0
700,0
799,1
1276,1
2933,0
2439,0
1660,0
2875,0
507,1
3278,0
741,1
1834,0
1141,1
2757,1
3032,0
2606,0
1736,1
2527,0
2003,0
1432,1
435,1
3438,0
3281,1
561,0
2313,0
1211,1
1440,1
3431,0
3390,0
621,0
40,1
1309,1
