1461,0
3623,0
615,1
3474,0
99,0
1254,1
2023,0
1446,1
2949,0
151,1
997,1
1747,0
3545,1
1130,1
1024,1
2470,1
1808,1
1143,1
2517,0
2667,1
1915,0
3220,0
2551,0
495,1
530,1
1270,0
2838,0
1167,1
1213,1
599,0
3217,0
1428,0
1894,1
3106,1
2618,0
1452,1
2855,0
2595,0
2524,0
1688,0
2379,0
2823,0
567,1
670,1
3389,1
698,1
2945,0
322,1
1507,1
434,1
2020,0
352,1
3564,0
563,1
1263,1
577,1
2332,0
1066,1
2130,1
3314,1
3622,0
3257,1
866,1
639,0
2250,0
179,1
3424,0
874,0
3667,0
3097,0
340,1
113,1
2723,0
344,1
948,1
1180,1
1663,0
415,1
2430,0
2710,0
3455,1
2871,0
2413,0
931,1
9,1
404,1
3027,0
1682,0
3044,0
3583,1
1527,0
638,1
2917,0
3117,1
996,1
3110,0
1470,1
1416,0
1687,1
32,1
642,1
3591,0
3428,0
613,1
1174,1
1637,0
1598,0
1962,1
1912,0
970,1
2133,0
2700,0
3434,0
1230,1
1366,1
905,0
353,1
2815,0
79,1
2836,0
432,1
2981,0
516,0
1463,1
820,1
579,1
1958,1
2628,0
1764,0
2472,1
1648,0
3084,0
1951,0
2554,0
433,1
877,1
3416,1
3170,0
1068,1
3143,0
3498,0
3470,0
1940,0
1871,0
2119,0
751,0
1508,1
2923,0
383,1
2300,0
3012,0
1559,0
3129,1
2446,0
3339,0
3469,1
2456,0
3588,0
213,1
2782,0
3644,0
2205,0
761,1
399,1
2017,0
1645,0
1107,1
2291,0
1858,0
1526,0
1727,0
1779,0
1625,1
282,0
3483,1
3087,0
2222,0
1794,0
3053,0
350,0
2969,1
3523,1
2722,0
123,1
3412,0
1373,1
912,0
403,1
1453,1
1826,0
2798,0
157,1
1478,1
1415,0
783,1
161,1
1480,0
311,1
1045,1
3385,0
1674,0
3391,1
3404,1
648,1
2583,0
1319,1
467,0
2421,1
1095,1
1595,1
3398,0
462,1
3637,0
3388,1
1742,0
1477,1
3421,0
618,0
2098,0
1015,1
133,1
1580,1
857,0
3463,1
2060,0
2522,0
3070,0
2898,0
927,1
71,1
3138,0
652,1
677,1
1307,1
1374,1
2471,0
1829,1
760,1
2234,0
1016,1
529,1
941,1
752,0
1256,1
162,1
1549,0
2701,0
795,1
555,0
1261,1
219,0
3639,0
2781,0
2180,0
3636,0
3487,0
1822,0
3502,0
2617,0
2555,0
418,1
1460,1
3325,0
109,1
3604,0
1659,0
2173,0
2831,0
560,1
1323,1
3046,0
2695,0
636,0
2666,0
844,1
2780,0
3507,0
582,1
2201,0
1348,1
205,1
3122,0
1739,0
97,0
3287,0
3131,0
944,0
1436,0
2926,0
1375,0
2152,0
3310,1
3596,0
735,1
2371,0
2087,0
2059,0
2460,1
2086,0
1136,1
2967,0
3496,1
3549,1
2031,0
1158,1
546,0
518,1
1783,0
669,1
445,0
2138,0
671,1
3534,0
1014,1
1901,0
2353,0
881,0
2739,0
1906,0
3187,0
447,0
2513,0
2623,0
1524,1
2740,0
2016,0
3406,0
2369,0
1489,0
1277,1
2198,1
3108,0
2851,0
2158,0
1693,1
1094,1
2716,0
3270,0
907,1
1387,1
1043,1
2797,0
2281,0
3648,0
2756,0
2805,0
3329,0
1720,0
2692,0
2638,0
2897,0
1122,0
2883,0
2208,0
2912,0
1084,1
3068,0
1385,1
459,1
511,0
1768,1
3277,0
2051,0
2175,0
1610,0
3282,0
1223,1
522,1
259,0
